"FUA","month","days","monthlyE","dailyE","meanDailyE","sdDailyE","cvDailyE"
"DE533L1","Aug","31","81122.8476770333","2771.54571602774","0.0773397063296054","11.4165084404398","14761.5099439156"
"DE533L1","Sep","30","81394.6699533795","2873.27819932883","0.0801785411130937","11.8140908145038","14734.729081488"
"DE533L1","Oct","31","83596.33599118","2853.8625506159","0.079636749375374","11.5729056792656","14532.1171067843"
"DE533L1","Nov","30","84105.0293641696","2966.48474352525","0.0827794604176038","11.9937227536367","14488.7665287151"
"DE533L1","Dec","31","86645.1778196789","2955.32702920458","0.0824681055141361","11.7849191189932","14290.2750651561"
"DE534L1","Jan","31","325721.579572295","10903.6785023215","0.0567415254799106","11.2168065781925","19768.2499427405"
"DE534L1","Feb","29","340618.743753928","12185.618753533","0.063412599412653","12.580394895318","19838.9515835047"
"DE534L1","Mar","31","318287.235836787","10656.2518407452","0.0554539447593993","10.9411399261648","19730.1381779703"
"DE534L1","Apr","30","300729.913409129","10407.6751079187","0.0541603791965129","10.6389549575412","19643.4277517507"
"DE534L1","May","31","284741.156080818","9539.84267866984","0.0496442761322091","9.71316479001706","19565.5280865605"
"DE534L1","Jun","30","281954.420187464","9762.00441211569","0.0508003809876756","9.93257174784405","19552.1599537881"
"DE534L1","Jul","31","283129.173262915","9486.19818460744","0.0493651161747645","9.65486714737333","19558.0764222103"
"DE534L1","Aug","31","285600.470549176","9568.43948516678","0.0497930907202534","9.74430409826834","19569.5907952644"
"DE534L1","Sep","30","288449.447051167","9985.35949491066","0.0519626958999119","10.1758841514182","19583.0566047199"
"DE534L1","Oct","31","311501.802583045","10430.4200990502","0.0542787415907777","10.6900354891902","19694.7003115609"
"DE534L1","Nov","30","316801.848440103","10960.374100794","0.0570365630440355","11.2487828862478","19722.0559688408"
"DE534L1","Dec","31","343348.594330688","11490.2946868992","0.0597942106060407","11.8698789315839","19851.2177203736"
"DE535L1","Jan","31","7.74760932399634e-05","2.58146423345298e-06","3.73006232527488e-11","1.11458228943902e-10","298.81063431209"
"DE535L1","Feb","29","8.88930840453658e-05","3.16461194650849e-06","4.57267609708338e-11","1.40329820226685e-10","306.887733238295"
"DE535L1","Mar","31","5.89768757707949e-05","1.96729608620432e-06","2.84262587051067e-11","7.93870289583684e-11","279.273575119144"
"DE535L1","Apr","30","5.3517777538069e-05","1.84585092184183e-06","2.66714482905172e-11","7.3229078071911e-11","274.559811204354"
"DE535L1","May","31","3.34425203811616e-05","1.12001465751307e-06","1.61835458481522e-11","4.35850876957879e-11","269.317293655793"
"DE535L1","Jun","30","2.89623939001777e-05","1.00373659161433e-06","1.45033969340432e-11","4.10525913251201e-11","283.055007815163"
"DE535L1","Jul","31","2.5131765765277e-05","8.44376294559322e-07","1.22007353961206e-11","3.75793991700073e-11","308.00929575078"
"DE535L1","Aug","31","2.4879157187685e-05","8.36187718656093e-07","1.20824153431892e-11","3.754627626329e-11","310.751411839643"
"DE535L1","Sep","30","3.39391844300704e-05","1.17468274195542e-06","1.6973467163082e-11","4.59558410013344e-11","270.751052568035"
"DE535L1","Oct","31","5.25765546880884e-05","1.75528395668991e-06","2.53628094945585e-11","6.95820761061552e-11","274.346878334137"
"DE535L1","Nov","30","6.404412001456e-05","2.20700391187793e-06","3.18898942574874e-11","9.10945958182731e-11","285.653489731736"
"DE535L1","Dec","31","7.91663165994735e-05","2.63766167760398e-06","3.81126429061219e-11","1.14286134597819e-10","299.8641025219"
"DE537L1","Jan","31","106755.750075374","3683.07092536145","0.0599458158424715","10.5670953555627","17627.7446675035"
"DE537L1","Feb","29","106755.750087223","3937.07617497844","0.0640800158687897","11.2958616634955","17627.7447974185"
"DE537L1","Mar","31","106755.750056024","3683.07092471905","0.0599458158320157","10.5670953555628","17627.7446705782"
"DE537L1","Apr","30","106755.750050422","3805.84021169866","0.0619440138622829","10.9193326255016","17627.744707952"
"DE537L1","May","31","106755.750029566","3683.07092384097","0.0599458158177241","10.5670953555629","17627.744674781"
"DE537L1","Jun","30","106755.750024926","3805.84021082419","0.0619440138480499","10.9193326255017","17627.7447120025"
"DE537L1","Jul","31","106755.750021024","3683.07092355754","0.0599458158131111","10.5670953555629","17627.7446761376"
"DE537L1","Aug","31","106755.750020859","3683.0709235522","0.0599458158130241","10.5670953555629","17627.7446761631"
"DE537L1","Sep","30","106755.750030219","3805.84021100592","0.0619440138510078","10.9193326255017","17627.7447111607"
"DE537L1","Oct","31","106755.750049501","3683.07092450284","0.0599458158284968","10.5670953555628","17627.7446716131"
"DE537L1","Nov","30","106755.750061402","3805.8402120754","0.0619440138684146","10.9193326255016","17627.744706207"
"DE537L1","Dec","31","106755.750077137","3683.07092542005","0.0599458158434253","10.5670953555627","17627.744667223"
"DE539L1","Jan","31","3903249.1192479","129898.816409849","1.55907266628879","367.128362546401","23547.8672985982"
"DE539L1","Feb","29","4115928.14855807","146423.369511155","1.75740379643241","413.831115418061","23547.867385865"
"DE539L1","Mar","31","3796606.05867934","126349.769351024","1.51647626384484","357.097820650474","23547.8674585448"
"DE539L1","Apr","30","3545662.70515743","121931.741213698","1.46345016939554","344.611308088586","23547.8675868358"
"DE539L1","May","31","3317323.44341527","110399.410951601","1.32503673817904","312.017887481172","23547.8668998997"
"DE539L1","Jun","30","3277537.33598818","112711.176027169","1.35278302440252","318.551555543767","23547.8676031185"
"DE539L1","Jul","31","3294366.42387441","109635.406251575","1.3158669945459","309.858616045878","23547.8674767437"
"DE539L1","Aug","31","3329577.83598359","110807.225587506","1.32993141443033","313.170488079639","23547.8675578006"
"DE539L1","Sep","30","3370196.20708786","115897.629457548","1.39102750255105","327.55731251015","23547.8674511778"
"DE539L1","Oct","31","3699192.08406265","123107.869204297","1.47756630265125","347.93536118621","23547.8679069694"
"DE539L1","Nov","30","3775206.20907599","129825.515933358","1.55819289869366","366.92120111908","23547.8676245217"
"DE539L1","Dec","31","4154781.46104676","138269.724246829","1.65954204669854","390.786757253131","23547.8671980956"
"DE540L2","Jan","31","20240.6036657322","698.30042004653","0.0101291038591026","2.65954082090545","26256.4275961634"
"DE540L2","Feb","29","20240.603688838","746.459051583061","0.0108276624830731","2.84295735710159","26256.4275673164"
"DE540L2","Mar","31","20240.6036280303","698.300418795046","0.0101291038409493","2.65954082090552","26256.4276432205"
"DE540L2","Apr","30","20240.6036173967","721.577090918886","0.0104667405123134","2.748192150608","26256.427656489"
"DE540L2","May","31","20240.6035769027","698.300417097888","0.0101291038163314","2.65954082090562","26256.4277070353"
"DE540L2","Jun","30","20240.6035679379","721.577089222297","0.0104667404877038","2.74819215060809","26256.4277182247"
"DE540L2","Jul","31","20240.6035605203","698.300416554089","0.0101291038084434","2.65954082090565","26256.4277274827"
"DE540L2","Aug","31","20240.6035603999","698.300416550114","0.0101291038083858","2.65954082090565","26256.4277276322"
"DE540L2","Sep","30","20240.6035784803","721.577089583979","0.0104667404929501","2.74819215060807","26256.4277050637"
"DE540L2","Oct","31","20240.6036158963","698.300418392558","0.0101291038351111","2.65954082090554","26256.4276583544"
"DE540L2","Nov","30","20240.6036388817","721.577091656003","0.0104667405230055","2.74819215060796","26256.4276296668"
"DE540L2","Dec","31","20240.603669312","698.300420165527","0.0101291038608287","2.65954082090545","26256.427591689"
