"FUA","month","days","dailyS","meanDailyS","sdDailyS","cvDailyS"
"ES037L0","Jun","30","126.447253298908","0.00842251737153855","0.0162944931833482","193.463455930774"
"ES037L0","Jul","31","98.1478196009159","0.00653752212088962","0.0125743485289947","192.341200480459"
"ES037L0","Aug","31","72.1514914325011","0.00480593428578573","0.00925788210267391","192.63438807425"
"ES037L0","Sep","30","92.2077291425919","0.0061418589983742","0.0117936693532906","192.02116747409"
"ES037L0","Oct","31","95.9443639646025","0.00639075227899837","0.0123141898782587","192.687642090686"
"ES037L0","Nov","30","86.8634560936726","0.00578588264128906","0.0112138024825078","193.813168668237"
"ES037L0","Dec","31","79.8244049656124","0.00531701891464813","0.010346602798403","194.594056641376"
"ES039L0","Jan","31","2.60350086491842","0.000969285504437237","0.00241569014980001","249.223798224709"
"ES039L0","Feb","29","3.65301361381551","0.00136001996046743","0.00338952757777379","249.226311105672"
"ES039L0","Mar","31","6.99314065518343","0.00260355199373918","0.00648896609204297","249.23512599891"
"ES039L0","Apr","30","8.14383344794481","0.00303195586297275","0.00755544844929302","249.193879817403"
"ES039L0","May","31","11.1017167100798","0.00413317822415481","0.0102960346833925","249.106961398886"
"ES039L0","Jun","30","11.9263839857043","0.00444020252632328","0.0110598088725536","249.083432726023"
"ES039L0","Jul","31","11.6180860446136","0.00432542295034012","0.0107739797084341","249.084998903679"
"ES039L0","Aug","31","9.99970323347042","0.00372289770419599","0.00927493112319134","249.132043374111"
"ES039L0","Sep","30","7.67865482735647","0.00285876948151767","0.0071229470359672","249.161294116857"
"ES039L0","Oct","31","4.88805218363434","0.00181982583158389","0.00453326538815837","249.104354355319"
"ES039L0","Nov","30","3.0625854774027","0.0011402030816838","0.00284046823124282","249.119501330249"
"ES039L0","Dec","31","2.09825471692761","0.000781181949712438","0.00194621290125925","249.136952277978"
"ES040L0","Jan","31","73.665872676793","0.00396671545295315","0.00732752992741195","184.725373279717"
"ES040L0","Feb","29","79.368758024432","0.00427380098133822","0.00788637549763851","184.528374907367"
"ES040L0","Mar","31","176.612494175785","0.00951012299691914","0.0174569750744871","183.562032585093"
"ES040L0","Apr","30","248.889933883351","0.0134020749492946","0.0246356134784339","183.819397903983"
"ES040L0","May","31","238.888373185183","0.0128635169449778","0.02365853668048","183.919660398292"
"ES040L0","Jun","30","181.198114357908","0.00975704670496515","0.0178981525035326","183.438216959899"
"ES040L0","Jul","31","151.484400456088","0.00815704057164871","0.0150436797347454","184.425706879925"
