"SNAP2","SNAP34","SNAP5","SNAP6","SNAP71","SNAP72","SNAP73","SNAP8","SNAP10","SNAP1","Total","FUA"
0.00100763332314124,0.000100505752292099,205.045640471096,7.28070165422379e-07,2.43686917591416e-05,0.00013005182387428,1.63470997743592e-06,2.68908947138793e-07,1.90387336421898e-05,1.36145774740726,206.408382448517,"BE008L1"
0.000667081690397704,2167558.42594475,895.140230674104,8.81014295981493e-07,1.74213154049643e-05,9.48573066599239e-05,1.19535078202016e-06,4.5683249290916e-07,1.03636289307127e-05,972794.090506155,3141247.65747383,"BE009L1"
0.000613606953227264,168777.425871828,21160.4150237575,2.89097071002925e-06,2.0803139102305e-05,0.000101885095167911,1.42948726445345e-06,5.66005360202321e-07,9.42633244357049e-06,3731352.59764711,3921290.43929331,"BE010L1"
0.000397213591054636,51149.8452674609,3.45116070295362e-09,7.3560539346897e-07,9.84338474304455e-06,5.06621879894746e-05,6.53878634821159e-07,1.06585512291146e-06,1.28246521981983e-05,0,51149.8457404635,"BE011L1"
0.000624902221825649,172169.335625492,2.53907295032554e-08,1.97885769791566e-05,9.92890727851734e-05,0.000285804862179818,6.80411799042345e-05,12818.2134794118,0.000269233517117396,4064770.45205235,4249758.00252434,"BG001L2"
0.00011694134971546,97866.1194491431,3.55928838927367e-09,2.70527786467005e-06,2.13603909026966e-05,6.11720291288079e-05,1.46532417578744e-05,2.63577541180503e-06,0.000258626443861008,82073.9059448242,179940.025872065,"BG002L2"
6.73311969846439e-05,1487367.76735577,1.12584525733276e-09,4.50508421380016e-07,1.01200424931415e-05,2.93152236589016e-05,6.93071884676415e-06,11590.6486575846,8.87004055069181e-05,11692375.3662109,13191333.7824271,"BG003L2"
4.74010757998587e-05,4.20338196775922e-05,1.56493242255836e-09,1.13928318755699e-06,1.05124484149535e-05,3.02508726083492e-05,7.20402605869894e-06,9599.60556426858,0.000231315930998681,1099148.19335938,1108747.7992935,"BG004L2"
3.41024260774869e-05,8268.4555300536,13702.7306556711,5.14626187616681e-07,3.19842540633434e-06,9.90965354571863e-06,2.19588031881901e-06,9.00574465153257e-07,0.000241989691868822,1990.58711528778,23961.7735938238,"BG005L1"
1.97572138894379e-05,10724.9508212383,2.93970573444935e-10,3.05245298827391e-07,2.41264812281586e-06,6.54601129822675e-06,1.65893887361479e-06,2.14564641864957e-07,0.000169618955658812,1837192.87109375,1847917.8221155,"BG006L2"
7.67778562217125e-06,2.28563690446004e-06,2.8610784715099e-10,1.74251463453544e-07,2.34116541964987e-06,6.038715285575e-06,1.07232005295676e-06,1.54871041584976e-07,6.80707823724628e-05,415420.257568359,415420.257656175,"BG007L2"
4.17862216970082e-05,780168.937716784,1.56148385619025e-09,7.88853264987657e-07,3.48696928028204e-06,9.54756435380972e-06,2.39880383686873e-06,2.57394724132755e-07,0.000146363444044955,933126.090049744,1713295.02797116,"BG008L2"
3.7605596774808e-05,1.61976904469469e-05,1.85769276425571e-10,2.33079419177807e-07,2.44805344818112e-06,6.88001268278205e-06,1.68109404731965e-06,4.56627942787202e-08,0.000118032865510072,181214.981015772,181214.981198896,"BG009L1"
2.8306170951121e-05,2.70277623899261e-05,4.18342270689708e-10,3.39749634078598e-07,1.45019344923998e-06,4.20412618715345e-06,9.93086367751406e-07,2.8980609199995e-07,0.000206912869638758,420.83615064621,420.836420170393,"BG010L1"
2.08725890733612e-05,1.76048082752359e-05,5.59860649910126e-10,3.6999819473101e-07,1.90433241181384e-06,5.54671492005061e-06,1.30382623813696e-06,6.39937163183406e-08,0.000109649309060791,21.0418067872524,21.0419641033842,"BG011L1"
2.19083439250388e-05,1.48051275072024e-05,5.85764936832714e-10,3.91332535773254e-07,1.37010815206792e-06,3.8522857983528e-06,9.40954517170763e-07,9.80778473572749e-08,0.000191365838644289,7449785.64453125,7449785.64476598,"BG013L1"
2.19635285030832e-05,672003.479009025,2.65558382891279e-10,2.53511575269464e-07,1.57558862172989e-06,4.35510312605776e-06,1.08359881137443e-06,8.8184459402427e-07,5.67918787208136e-05,262005.157470703,934008.636566633,"BG014L1"
4.21926531191628e-05,58098.7892260473,5.12974936815135e-10,4.37518730687009e-07,3.91160494422091e-06,1.0924165267474e-05,2.68773509083165e-06,2.63253480836277e-08,8.02538244783213e-05,0,58098.7893664817,"BG015L1"
2.46326563864228e-05,5.18795068796957e-06,6.49022391504645e-10,2.25272524310851e-07,4.01430535384123e-06,1.09219703774557e-05,2.75668585036486e-06,8.01365656521508e-08,2.37348403193679e-05,0,7.15544670877766e-05,"BG016L1"
1.5575967886592e-05,158675.582890526,1.48741317303754e-10,1.47334946679626e-07,1.04100219346227e-06,2.8640741246946e-06,7.15476420971639e-07,1.52949977525905e-07,4.88913084500573e-05,21.0418067872524,158696.624766702,"BG017L1"
1.74403400873675e-05,173152.424816963,1.60930052129093e-10,7.90307403495842e-08,1.56529265611426e-06,4.37624456517355e-06,1.07540704112231e-06,1.33411328994771e-08,4.45418075960231e-05,0,173152.424886055,"BG018L1"
0.0034694552683151,369261.474848127,4730.86881637573,5.3401912812094e-06,0.000406177074086401,0.000284732747317384,7.9042854219602e-07,83208.3740365106,1.05358170760601e-05,477897.369384766,935098.091262811,"CH001L1"
0.00112280567815551,1.5705253400783e-05,2934.74221242477,2.05038665710843e-06,1.31338789732233e-05,5.80450358449451e-05,8.88848851461719e-07,38085.4454045099,9.55557590267219e-06,296458.374023438,337478.562862557,"CH002L1"
0.00065024619969796,559240.908239931,4007.83538881717,3.78220896598826e-06,7.52107996841608e-05,7.10869066031499e-05,1.42345576936993e-06,12888.8502143949,2.04195267522217e-05,463748.53515625,1039886.12982156,"CH003L1"
0.000763170631142875,3.13535083373492e-05,0,9.27905516515787e-07,9.53762167668105e-05,6.64824541934126e-05,1.85336544631782e-07,852.333546369172,2.24322783439737e-05,0,852.334526297503,"CH004L1"
0.00036824640540901,497134.918251219,1812.16323381386,6.03735392483028e-07,6.52507880535662e-05,4.74344516920508e-05,1.4165056550408e-07,5.24430216714369e-07,6.92397854040982e-06,183058.990478516,682006.072452674,"CH005L1"
0.000249341502629036,2.11711559186534e-05,0,2.77708693809608e-07,4.14480596285655e-05,3.0584036164738e-05,8.13155153326121e-08,83208.3740236352,3.73406676125411e-06,0,83208.3743702731,"CH006L1"
0.000162236858348205,6.68938156169613e-06,0,1.93406965605302e-07,1.41140311092115e-05,9.37476840883085e-06,2.7185756346887e-08,8.76362342002129e-08,3.28651969617251e-06,0,0.000196009788080268,"CH007L1"
0.000388421843107792,369261.474645215,0,8.25373219325297e-07,4.58002553421939e-05,3.81031873436001e-05,9.24477752727712e-08,8.67072976137127e-07,4.61082137477153e-06,0,369261.475123935,"CH008L1"
9.43924476399941e-05,9.95714597752662e-06,4.4552632389545e-09,2.79228943406932e-07,2.97178272840731e-05,2.87050122135465e-05,1.54271150873766e-07,918.185353462625,1.64623291397662e-07,0,918.185516837637,"CH009L1"
0.000111555395487101,621207.641615019,0,1.24268461006735e-07,1.27478062151437e-05,9.32101986393652e-06,2.50022116115504e-08,9.21811390782769e-08,9.8567575278983e-07,0,621207.64174987,"CH010L1"
0.00029024186079799,2.90930807068208e-05,0,1.8416576046722e-06,9.00491198475606e-05,7.7145244610941e-05,3.97944990115271e-07,4.60872712843214e-08,1.52728570357503e-05,0,0.000504087852865134,"CY001L1"
9.96226449514808e-05,585702.026369683,0,5.6605482933339e-07,5.78547307163288e-05,4.95642526144731e-05,2.55671568398068e-07,4.87381818497362e-07,1.88839852089857e-06,667667.175292969,1253369.20187289,"CY501L1"
0.00310382876970734,3134887.83367501,7.78745536704979e-09,1.51711849087104e-05,0.000299910536561668,0.000667735213116122,1.96391451347339e-05,1.34884887403988e-05,0.000654037802664032,10988715.9881592,14123603.826608,"CZ001L1"
0.00106187833096233,681711.609205999,6460.98709106654,2.93347714332877e-06,9.32442106010151e-05,0.000191325899659336,6.04675376932626e-06,3315.14811642567,0.000227934547132738,200303.199768066,891790.945764921,"CZ002L1"
0.00161297881421286,10527702.5535181,91816.9653788249,5.97828916806986e-06,9.36130505874061e-05,0.000197971453551728,5.98184909000134e-06,3614.96806594193,0.000222984819189481,15111940.0024414,25735074.4915438,"CZ003L1"
0.000362198590198818,0.000129401417801748,8.31612132259884e-10,1.12159483994504e-06,4.03101725469685e-05,9.16858896741275e-05,2.68586641925438e-06,8.08278065280636e-07,0.000198767997076335,1369509.39941406,1369509.40024104,"CZ004L1"
0.000205741190630629,1004954.58991815,155980.331420899,5.26697561666702e-07,2.60445027537934e-05,5.13722830451744e-05,1.68214074941021e-06,1.7656636814255e-06,3.15807121898626e-05,6452864.51721191,7613799.43886968,"CZ005L1"
0.000243035982763133,466143.341143877,8.08918128299711e-10,6.65765070472356e-07,2.26056226761075e-05,4.58920060750732e-05,1.46215494887473e-06,7.15600776036865e-07,0.00013212180999722,920843.200683594,1386986.54227397,"CZ006L1"
0.000302850840158195,5.03681647629189e-05,1.78206551409838e-09,4.41486414152485e-07,1.63033838462514e-05,3.74970351574842e-05,1.09543239549178e-06,4.29387681257599e-07,3.72344989938583e-05,8617208.984375,8617208.98482122,"CZ007L1"
0.000139790252876097,4.44925962199872e-05,4.25857778206685e-10,5.92036744000661e-07,1.35006231320213e-05,3.1220703560652e-05,8.91653534661984e-07,9.38726943135973e-07,0.000100145633405904,449972.320556641,449972.320888213,"CZ008L1"
0.000148887953153876,7.71363907218429e-05,2.13742099727331e-10,5.41886558868887e-07,1.4196862278327e-05,3.20862851867481e-05,9.44387078738104e-07,7.09681018866513e-07,8.91987402153031e-05,1793358.51287842,1793358.51324212,"CZ009L1"
0.000209688306393799,559494.873129534,2.68665780882837e-10,7.26323310557572e-07,9.51936928339937e-06,2.22286260646073e-05,6.18628196940945e-07,4.94886535166972e-07,9.00529184783092e-05,4887295.3338623,5446790.20732517,"CZ010L1"
0.000186586566751335,3.37990427542491e-05,1.49186732834282e-10,3.96426463205456e-07,7.85812842400702e-06,1.69067610402036e-05,4.9502871856812e-07,1.79311242408582e-07,4.31670048804916e-05,569486.022949219,569486.023238607,"CZ011L1"
8.91299018827096e-05,169530.563376425,11803.1425476075,2.57834909723505e-07,8.41551510904221e-06,1.86488605561041e-05,5.51594467307442e-07,425.802976140016,6.40361141042791e-05,11939748.7487793,12121508.2578605,"CZ013L1"
5.52648255504849e-05,198483.062770836,2.42997601155147e-10,1.7691651111252e-07,1.0337626454404e-05,2.12687029944305e-05,6.75927713441742e-07,8.63910004189443e-08,0.000109731389007933,0,198483.062968378,"CZ014L1"
5.57912765129526e-05,9.49516761709901e-05,155980.331420899,3.15508608289673e-07,6.59317970660674e-06,1.36121607515616e-05,4.26888523181492e-07,4.08732864052322e-07,2.87721745585679e-05,26267973.9685059,26423954.3001276,"CZ016L1"
6.2343944985015e-05,4.00317084507315e-05,3.98413479890902e-10,2.22243285855324e-07,5.13755426422751e-06,1.34818861208789e-05,3.51120402204661e-07,425.802976148764,5.51262062699004e-05,13034759.1247559,13035184.9279087,"CZ018L1"
0.0224420926920852,4292291.26125147,17552.7465779617,0.000193953474792005,0.00111871199634322,0.00169764829642314,5.92199129051746e-05,220579.779665492,0.000584195124981473,53905236.8927002,58435660.7062909,"DE001L1"
0.0127212471356915,4753363.7028736,39536.7663231526,9.64420268795567e-05,0.000679705233898418,0.00116455193577026,3.8579575756442e-05,159616.43995675,0.00035099660179711,11252175.9623885,16204692.8865935,"DE002L1"
0.00703054777580116,0.00119242712210907,10962.4202900027,6.62377817867285e-05,0.000666189641185971,0.00101860866233211,3.54186014060699e-05,410184.835684114,0.000219462216593737,8077915.77935964,8499063.04556265,"DE003L2"
0.00518922259852214,2101885.9628937,114.794812305126,4.04531725177199e-05,0.000603907054152336,0.000932615847269377,3.32425278317522e-05,121161.857627801,4.986262969604e-05,84002209.3191147,86225371.9412978,"DE004L1"
0.00618262185845143,824953.966110187,11978.2890841321,4.97156398436247e-05,0.000779267694370862,0.00128014066180462,4.31677913958909e-05,817985.534692901,0.000106544148408636,8955341.63939953,10610259.4377282,"DE005L1"
0.00645106598931751,0.00140527700495142,1.89899327864282e-05,5.38786281248675e-05,0.000595289547965184,0.000985913501843835,3.31270593725765e-05,125380.19562387,0.000120485010310843,3796835.57128906,3922215.77657696,"DE007L1"
0.00269992969138214,156931.161465184,184.633848588774,3.10024463984307e-05,0.000221070405310498,0.000353586613114775,1.20513621867672e-05,33328.7849477621,0.000274897751779957,17818469.078064,18008913.661918,"DE008L2"
0.00287745822793531,52310.3895239767,293.522187528341,2.63465269529015e-05,0.000229851109644134,0.000342375153498996,9.89104864799909e-06,26496.021275007,0.000279852932606971,30667949.8443604,30747049.7811126,"DE009L2"
0.00580693815805181,12961171.8467668,23.2882015981672,5.5549537253673e-05,0.000532614468985813,0.000867311012404948,2.9361988381567e-05,244797.195448874,4.63684146456391e-05,48406517.5657272,61612509.9034826,"DE011L1"
0.00360274458112127,3017906.33754806,289271.489115317,2.77079720794782e-05,0.000324527329538657,0.000630661378849689,1.98819278648314e-05,111591.604247448,0.000329485029337443,8808252.29616463,12227021.7320105,"DE012L1"
0.00369111529432064,3523932.67979178,37537.0053926093,3.98102761713789e-05,0.000459329229552844,0.00075957570346542,2.55440228509283e-05,83205.7342618698,0.000154801596469502,13661038.5584831,17305713.9830596,"DE013L1"
0.0024789950606144,0.000866999467981008,5238.40225674048,2.20918697791121e-05,0.000277064413069412,0.000463434826008125,1.55111847402272e-05,54970.4208423854,8.08861027214545e-05,711780.351877213,771989.179181321,"DE014L1"
0.00160286351132827,0.000372531386677501,3.94868502107712e-06,1.23097970884537e-05,8.12050239993797e-05,0.000142760825749908,4.67996483929857e-06,6.81290503179444e-07,9.08213234869851e-06,559281.066894531,559281.069124594,"DE017L0"
0.00101228261277335,2043908.05904383,4.94866235243571e-06,1.25470032861716e-05,0.000105876089251546,0.000196999890116284,6.31514430155911e-06,2.45035561567859e-06,0.000134569087110222,9218055.99975586,11261964.0602757,"DE018L1"
0.000824635418811715,488230.286528444,10617.7727868242,9.82476117309608e-06,0.00011615745187765,0.000216685972753833,6.94032827361881e-06,695.376401140186,0.000271634493122076,3105787.80341148,3605331.24057377,"DE019L2"
0.0012182105364536,256902.37469917,4.94858373120024e-06,1.06620796506085e-05,0.000148029423022516,0.000233733391338581,8.01587871105278e-06,1.75332108752301e-05,1.74367429979646e-05,858302.642822266,1115205.01918001,"DE020L1"
0.000832137631096063,97442.3201598084,3.33175044147644e-06,7.25028961423812e-06,0.000100399912498871,0.000173975644622289,5.7396039733878e-06,1.43464517832404e-06,0.000110743193639479,653417.495727539,750859.81712236,"DE021L1"
0.000655695204649503,0.000128817977280375,10952.6653309872,5.87637830995295e-06,8.13442784122851e-05,0.000135159969463956,4.53672012923258e-06,817985.534669032,2.20152713777165e-05,98454.2236328125,927392.424666277,"DE025L1"
0.000257915387036508,3.47264806103357e-05,6.17732120823526e-07,1.89851046706734e-06,5.13745227463018e-05,9.83000688510854e-05,2.81468463184815e-06,3.79620727016219e-07,2.1483810895025e-05,0,0.000469510818086011,"DE026L1"
0.000798424993449492,2870848.32784441,3.55060306630735e-06,8.53589783072681e-06,8.19583214942642e-05,0.000126777890242487,4.39001827522421e-06,3.57426154774484e-06,4.87803018987929e-05,219651.641845703,3090499.97076611,"DE027L1"
0.00060943263248403,130029.674727088,3.02031280614291e-06,3.09145510643397e-06,8.31550654988586e-05,0.000145228950121997,4.77597885603631e-06,1.28798291613487e-06,0.000122250987756535,2650804.62646484,2780834.30216418,"DE028L1"
9.28710319559115e-05,2.46690249087675e-05,1.18149612904027e-06,1.89551593912901e-06,3.49396306505156e-06,1.31990105147611e-05,2.0003866426266e-06,2.37902604679954e-07,5.29612140200055e-06,0,0.000144844453161968,"DE029L0"
0.000159780325918908,6.51626645806918e-05,2.3869550384195e-07,8.33778514634754e-07,2.10003947174672e-05,4.31531267759341e-05,1.31813117324207e-06,1.04179091006305e-07,6.83635518561408e-05,1072416.87011719,1072416.87047714,"DE030L1"
0.000379305540840463,0.000278150328991917,1.09311354292698e-06,3.28772224953227e-06,6.13240070158295e-05,9.90820853084942e-05,3.3657971548649e-06,4.28477718414269e-07,0.000249476734892127,0,0.00107551380771457,"DE031L1"
0.00039437414793347,2170858.93289974,43656.930926069,4.5027172514893e-06,0.000104440072387125,0.000171076855536619,5.53109370973337e-06,7.51273679277029e-07,0.000173127766808155,1121530.76934814,3336046.63402776,"DE032L1"
0.00115278968807787,0.000381878436960794,9.75494290679923,1.13611581640952e-05,0.000102896879307238,0.000171701923143181,5.75134983746024e-06,1555.22752027972,8.6187426163618e-05,15.8770158886909,1580.86139164207,"DE033L2"
0.00239528826687097,671504.287540196,21.8015456071736,1.69573206001603e-05,0.000204091985676197,0.000330328384916256,1.12084528506944e-05,121161.857609568,2.6311008153519e-05,8263074.26738739,9055762.21706695,"DE034L1"
0.00124491673791222,706092.590831681,4877.46954488971,1.16867351796922e-05,0.000160343052153442,0.000294887680463282,9.49757107086558e-06,2.2479958177742e-06,3.81082565017112e-05,5529411.11850739,6240381.18064564,"DE035L1"
0.00115741593339352,46647.4727015501,2.49956460252596e-06,7.91163361538692e-06,7.4349673983426e-05,0.000113071586253788,3.94085882741806e-06,1.23309789766199e-06,6.74101953760092e-06,21596001.953125,21642649.4271937,"DE036L0"
0.000444470145697165,256902.374381,20378.0665410523,3.38820433713164e-06,5.8562898403499e-05,9.658061767134e-05,3.25172403239926e-06,1.09738245090637e-05,5.77111796257722e-05,891469.729542732,1168750.17113972,"DE037L1"
0.0236154936139521,31701114.1025677,443.49482751716,0.000216220213719756,0.00165919584253169,0.00290316693918422,9.53583418819328e-05,262231.893611572,0.00012560070867046,69229336.7614746,101193126.281096,"DE038L1"
0.00150585853160774,0.000372484585607971,178905.571702121,9.82838474006025e-06,0.000147446077875774,0.000213730510053104,7.61204648597256e-06,6.00653973743676e-06,0.000187997758161428,2795951.49517059,2974857.06932368,"DE039L1"
0.00167474028491328,5306264.83190634,84.5816019016106,1.10329791654025e-05,0.000172578205114861,0.000260691415406456,7.6374723279662e-06,7749.80116025654,2.53400788593474e-05,12675967.6041603,17990066.8209808,"DE040L1"
0.000457786996586537,0.000182062613588406,1.24627078023065e-06,5.13237750543916e-06,0.000103310733442119,0.000168136207824143,5.69395666375736e-06,1.28893511030961e-06,3.67839319319536e-05,0,0.000961442023432895,"DE042L1"
0.000752737934779169,0.000619144894996922,2633.83347020016,6.74947165341886e-06,4.71210640620495e-05,7.43840776549879e-05,2.55056440321438e-06,2421.19431708964,0.000242950428888249,4009699.11730289,4014754.14683582,"DE043L2"
0.000373838415427923,1128458.49621258,1.61140047627304e-06,2.02468734514266e-06,4.11091559702548e-05,6.30814739825789e-05,2.19077628542909e-06,1.21728601791931e-06,2.88811194274832e-05,2063618.01147461,3192076.50820115,"DE044L1"
0.000992419471268491,1911606.80600217,3.38843954946004e-06,8.79825519144379e-06,5.53656256869518e-05,0.000101091099100233,3.26463531768074e-06,4.20593369865069e-07,1.12417765838784e-05,3776531.67724609,5688138.48442426,"DE045L1"
0.000419406886663245,26736.4218351307,1365.69142429931,3.21628357729265e-06,1.97752543570649e-05,3.85167085473273e-05,1.21292411275056e-06,1.14524453870576e-05,1.52425057130093e-05,3767679.56924438,3795781.68301264,"DE048L1"
0.000295460946299342,3.48702670106837e-05,2.75260434251198e-07,1.79734107840488e-06,1.61550031589977e-05,2.58841288316297e-05,8.8180091505595e-07,1.14082679013219e-07,1.8169370605525e-05,0,0.000393608201012903,"DE050L1"
0.000247572634941946,5.44822971616093e-05,6.10046642765723e-07,1.55123790313464e-06,1.96657774954997e-05,3.07095543250295e-05,1.04152690825029e-06,1.19555898895191e-07,1.99754847798093e-05,0,0.00037572811605694,"DE051L1"
0.000657629010135255,0.000276031034102705,160624.816896647,5.49321732957337e-06,4.70277389393411e-05,6.99273600373898e-05,2.39960123722651e-06,2.1624710972221e-06,0.000118037610704774,839170.135498047,999794.953573402,"DE052L1"
0.000306788837226707,2.0420010481137e-05,9.12639347980898e-07,1.54542545980404e-06,2.80887218343569e-05,4.9310770122539e-05,1.61797647756914e-06,1.53356470737934e-07,3.54094961944629e-05,0,0.000444247233615295,"DE053L1"
0.000259177489129383,6.52015573245486e-05,3.41233404055668e-07,2.07439144282577e-06,2.71234839596484e-05,3.55551415073168e-05,1.03080194661766e-06,1.51921638062288e-07,2.45815466458596e-05,0,0.000415237566998318,"DE054L1"
0.000192779935615645,0.000101361897173434,6.96148500925811e-07,1.85307833639424e-06,1.20797556523583e-05,1.92618002034517e-05,6.57906945665098e-07,6.31237394765807e-07,2.21504011942326e-06,197501.892089844,197501.892421381,"DE055L0"
0.000210530156484305,0.000281349045072555,1.02046647941577e-06,2.6735930870676e-06,7.17630749616505e-06,1.11536555549244e-05,3.85029001113675e-07,7.23302146028357e-07,4.01386440743363e-06,208576.766967773,208576.767486799,"DE056L0"
0.000506531086552284,0.000124893739917144,1.35511178858583,3.88320773658053e-06,6.34191782791262e-05,0.000116325905289176,3.75112246190338e-06,3.33291361794431e-07,3.07536141881551e-05,859.67230796814,861.028269647871,"DE057L1"
0.000380270673368179,42145.897063896,7784.44123347163,2.91812472552914e-06,2.963882562724e-05,4.73951246448981e-05,1.6168934360012e-06,7.65341864048582e-07,5.44027814981059e-05,12669.8589324951,62600.1977468706,"DE058L1"
0.000296668815547539,5.35633898962259e-05,2.88254263443424e-07,1.25770366145214e-06,5.41675049953714e-05,9.78583399745183e-05,3.17492956855841e-06,1.72996895820665e-07,6.30812022588961e-05,0,0.000570233137061825,"DE059L1"
0.000359087509961857,5.59289183837269e-05,20914.5890507906,3.20240997695931e-06,1.78851999617556e-05,3.14323698142547e-05,1.03078503178729e-06,83205.7342542595,4.10429030922271e-05,34040.322303772,138160.646118432,"DE060L1"
0.000633374873353787,0.000176446891301044,1.455557114736e-06,4.23043495182359e-06,5.02772383197321e-05,8.81731893187651e-05,2.89429231684501e-06,2.92206369945238e-06,1.95338272310642e-05,5701713.50097656,5701713.50195587,"DE061L1"
0.00032672215026161,4.0264802610645e-05,1375.44643910196,1.46816135643816e-06,3.36843520740105e-05,5.7541325693502e-05,1.90937106652866e-06,6.76933253280555e-07,4.57510596700269e-05,225581.920862198,226957.367809318,"DE062L1"
0.000369397331675646,7.27188069964504e-05,1.19345022231648e-06,1.9931095393885e-06,2.83726899833535e-05,4.70462070020457e-05,1.58614280554192e-06,2.71025810820225e-07,4.28404189503537e-05,1227790.89355469,1227790.89412011,"DE063L1"
0.000323854206847824,0.000311816136928022,5.31743117644717e-07,3.13468317540755e-06,2.35855004632741e-05,3.80329561694591e-05,1.29274027454648e-06,2421.19431558358,0.000331654422898454,422690.979003906,425112.174353392,"DE064L1"
0.000348219783467309,280502.533001289,4.99540583140954e-07,1.07348201346531e-06,4.44149825779114e-05,7.65142379401031e-05,2.53055756944349e-06,6.54205988887728e-07,2.96844654870242e-05,0,280502.533504881,"DE065L1"
0.000235109363082226,2.26121646214241e-05,4.0351311596923e-07,1.50678874164369e-06,3.07965133950063e-05,4.66674677617297e-05,1.62627535537382e-06,6.99280952052097e-08,6.95421078684132e-06,0,0.00034574622495542,"DE066L1"
